0040,"{'Lon': 37.638913, 'Lat': 55.753189}",ул. Солянка (напротив д.8),12,0
0355,"{'Lon': 37.514291, 'Lat': 55.705293}","Ломоносовский пр-т, д.29, к.3 (ст. м. Ломоносовский пр-т, выход №2)",12,0
0352,"{'Lon': 37.530847, 'Lat': 55.701597}",ул. Академика Хохлова (у входа в ГЗ МГУ),36,0
0228,"{'Lon': 37.5457088, 'Lat': 55.7575043}","Шмитовский пр., д.16, стр.2",12,0
0532,"{'Lon': 37.56551, 'Lat': 55.79306}","ул. Верхняя Масловка, д.10, стр.4",15,0
0229,"{'Lon': 37.5525262, 'Lat': 55.764259}","Звенигородское ш., д.7",12,0
0231,"{'Lon': 37.5830376, 'Lat': 55.7770608}","пл. Тверская Застава, д.7",39,0
0334,"{'Lon': 37.5256107, 'Lat': 55.6420084}","ул. Профсоюзная, д.104 (ст. м. Беляево, южный вестибюль)",18,0
0600,"{'Lon': 37.6763299, 'Lat': 55.717707}","ул. Шарикоподшипниковская, д.24 (ст. м. Дубровка, выход №3)",15,0
0408,"{'Lon': 37.5963795, 'Lat': 55.7838658}","ул. Лесная, д.63/43, стр.2",18,0
0271,"{'Lon': 37.621316, 'Lat': 55.7120063}","ул. Мытная, д.74",24,0
0450,"{'Lon': 37.6374584, 'Lat': 55.8334316}","ул. Сергея Эйзенштейна, д.8",21,0
0276,"{'Lon': 37.49521, 'Lat': 55.70393}","ул. Мосфильмовская, д.55",15,0
0463,"{'Lon': 37.6501702, 'Lat': 55.7763965}","ул. Каланчёвская, д.10, стр.3",12,0
0473,"{'Lon': 37.6042362, 'Lat': 55.8218703}","ул. Академика Королёва, д.12А",12,0
0474,"{'Lon': 37.6341961, 'Lat': 55.823283}","1-я Останкинская ул., д.55",24,0
0149,"{'Lon': 37.637229, 'Lat': 55.7299466}","Павелецкая пл., д.1А",12,0
0260,"{'Lon': 37.6250142, 'Lat': 55.7266781}","ул. Б.Серпуховская, д. 22/21, стр.3 (ст. м. Серпуховская)",12,0
0050,"{'Lon': 37.599867, 'Lat': 55.752609}","ул. Новый Арбат, д.1",18,0
0034,"{'Lon': 37.631618, 'Lat': 55.766613}",пл. Сретенские ворота (напротив д.1),21,0
0037,"{'Lon': 37.639141, 'Lat': 55.764719}",Чистопрудный б-р (ст. м. Чистые пруды),24,0
0053,"{'Lon': 37.584725, 'Lat': 55.752153}","ул. Новый Арбат, д.21",18,0
0265,"{'Lon': 37.6178259, 'Lat': 55.7204756}","ул. Мытная, д.15",18,0
0490,"{'Lon': 37.6871517, 'Lat': 55.7919252}","ул. Стромынка, д.7, к.4",21,0
0268,"{'Lon': 37.62786, 'Lat': 55.72113}","ул. Павловская, д.7",12,0
0538,"{'Lon': 37.589078, 'Lat': 55.8218449}","ул. Милашенкова, д.1 (ст. м. Фонвизинская)",24,0
0083,"{'Lon': 37.6167027, 'Lat': 55.7396445}",ул. Большая Якиманка (напротив д.18),18,0
0020,"{'Lon': 37.648355, 'Lat': 55.755462}","Покровский б-р (напротив д.12, стр.1)",8,0
0015,"{'Lon': 37.636329, 'Lat': 55.765334}",Тургеневская пл. (ст. м. Тургеневская),21,0
0267,"{'Lon': 37.637515, 'Lat': 55.726421}","ул. Дубининская, д.25, стр.1",12,0
0057,"{'Lon': 37.6328433, 'Lat': 55.748202}","Раушская наб., д.14",12,0
0006,"{'Lon': 37.598667, 'Lat': 55.757163}",Никитский б-р (напротив д.23/14/9),15,0
0011,"{'Lon': 37.613347, 'Lat': 55.768066}",Страстной б-р (напротив д.16),8,0
0056,"{'Lon': 37.61144, 'Lat': 55.74559}","Берсеневская наб, д.20/2",36,0
